key,province_count,id,subsistence_building,city,port,farm,mine,wood,arable_land,resource_building_iron_mine,resource_building_lead_mine,resource_building_logging_camp,resource_building_fishing_wharf,naval_exit_id,resource_building_coal_mine,resource_building_sulfur_mine,resource_building_whaling_station,resource_building_oil_rig,undiscovered_amount_resource_building_oil_rig,discovered_amount_resource_building_oil_rig,resource_building_gold_mine,resource_building_rubber_plantation,undiscovered_amount_resource_building_rubber_plantation,discovered_amount_resource_building_rubber_plantation,resource_building_gold_field,undiscovered_amount_resource_building_gold_field,discovered_amount_resource_building_gold_field,center_province,diorama_radius_multiplier,diorama_center_offset
STATE_IONIAN_ISLANDS,2,129,building_subsistence_orchard,x4B79CA,x405060,x405060,x405060,x405060,10.0,0,0,0,5,3033.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_PELOPONNESE,5,130,building_subsistence_farm,x0055D7,xC0D060,x43409D,x43409D,x61E57E,10.0,21,0,5,10,3033.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_MURCIA,8,925,building_subsistence_farm,x626878,xB03776,x6549AD,x71158B,xA03040,24.0,7,21,3,6,3032.0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,
STATE_LEON,10,926,building_subsistence_farm,x38C557,,x0D5242,x906201,xD060C0,41.0,10,0,7,0,,12,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_ENTRE_DOURO_E_MINHO,6,927,building_subsistence_farm,xA64B2E,xD0A000,x641376,x37ADD8,x641376,60.0,26,3,7,6,3089.0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,
STATE_MAZOVIA,15,154,building_subsistence_farm,xE165F5,,xC17590,xDC58D0,x4969E4,75.0,0,0,8,0,,24,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_LOWER_SILESIA,9,155,building_subsistence_farm,x6E617F,,xC108EA,x272E48,x732DC0,90.0,20,4,10,0,,20,9,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_UPPER_SILESIA,6,924,building_subsistence_farm,x90B12B,,xAF9F20,x821F52,x5E9091,45.0,40,50,4,0,,110,31,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_GREATER_POLAND,24,156,building_subsistence_farm,xA03316,,x9FEDC5,xc02B8C,xC0E0A0,132.0,48,24,9,0,,84,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_LESSER_POLAND,12,157,building_subsistence_farm,xE0BB00,,x51A0E0,x9444C9,x51A0E0,60.0,32,0,13,0,,108,32,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_WEST_PRUSSIA,9,158,building_subsistence_farm,x7CB839,x611F2F,x41A021,x945000,x374AC3,40.0,0,0,8,10,3074.0,0,40,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_EAST_PRUSSIA,19,159,building_subsistence_farm,x1E73B9,x72FDF3,x2399A2,xC020A0,xEEF586,40.0,0,0,17,10,3074.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_POSEN,12,160,building_subsistence_farm,x999CEE,,xFCC7B7,x2141A0,xE513C0,90.0,24,0,9,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_WEST_GALICIA,13,161,building_subsistence_farm,x906060,,x5F3456,x5F3456,x5F3456,145.0,33,0,17,0,,140,0,0,60,60,0,0,0,0,0,0,0,0,,,
STATE_EAST_GALICIA,17,162,building_subsistence_farm,x11A021,,xC58E1C,x7EDD9E,x8F9F20,145.0,0,0,9,0,,92,0,0,100,100,0,0,0,0,0,0,0,0,,,
STATE_CENTRAL_HUNGARY,19,163,building_subsistence_farm,x5C685C,,x51E0E0,xC97829,x93A8CA,110.0,30,0,6,0,,20,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_BEKES,6,164,building_subsistence_farm,x5161A0,,xAF5C60,x5D1E04,x134D95,80.0,0,0,11,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_TRANSDANUBIA,17,165,building_subsistence_farm,xCFDFDF,,xB02121,x2668FB,x6F8D2A,125.0,0,0,7,0,,84,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_DELVIDEK,6,166,building_subsistence_farm,x11E021,,x626998,xC347D8,x9E1AD1,50.0,0,0,4,0,,0,0,0,20,20,0,0,0,0,0,0,0,0,,,
STATE_BANAT,9,167,building_subsistence_farm,x90E021,,x15C7D1,x2C0A00,x078D13,70.0,0,0,9,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_SLOVAKIA,18,168,building_subsistence_farm,xCA932B,,x7DE5D3,x51306A,x853117,105.0,63,0,8,0,,44,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_RUTHENIA,5,169,building_subsistence_farm,xA0531B,,xA0531B,x69BAC7,x69BAC7,70.0,0,33,15,0,,92,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_SOUTHERN_TRANSYLVANIA,9,170,building_subsistence_farm,xC17759,,xD061A0,x51E0A0,x90E5C8,50.0,45,45,17,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_NORTHERN_TRANSYLVANIA,12,171,building_subsistence_farm,xD0E0A0,,x6E6896,x73F00B,x897F3D,50.0,63,0,13,0,,48,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_MOLDAVIA,14,172,building_subsistence_farm,x946A66,,x30E0A0,x35CE84,x0D8A56,100.0,26,0,8,0,,0,0,0,50,50,0,0,0,0,0,0,0,0,,,
STATE_BUKOVINA,5,922,building_subsistence_farm,x00A7F4,,x00A7F4,x00A7F4,x00A7F4,100.0,4,0,7,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_WALLACHIA,24,173,building_subsistence_farm,xD11E19,,x9E90C5,x743F1C,xF9AA0F,85.0,21,0,8,0,,68,15,0,80,80,0,0,0,0,0,0,0,0,,,
STATE_BESSARABIA,14,174,building_subsistence_farm,xFC9EFE,x23621B,x6BF7B8,x1E1DEF,xE7274A,50.0,0,0,6,9,3036.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_LOWER_EGYPT,12,175,building_subsistence_farm,xC09060,xA0D020,x409060,xD050E0,x5011E0,80.0,0,0,2,6,3034.0,0,20,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_UPPER_EGYPT,33,176,building_subsistence_farm,x44702D,x0E8E92,xB002FE,xD0D060,xEDE183,40.0,0,0,2,13,3047.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_MIDDLE_EGYPT,15,177,building_subsistence_farm,x08B43B,xA41CF4,x50D060,xA41CF4,x50D060,50.0,0,0,2,4,3047.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_EGYPTIAN_DESERT,96,178,building_subsistence_pasture,xBD5993,,x9D6B88,x88E19F,xBD5993,5.0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_MATRUH,47,179,building_subsistence_pasture,x87D6C4,x25523D,x25523D,xE0D021,x0C6712,3.0,0,0,0,3,3034.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_SINAI,13,180,building_subsistence_orchard,x8ED45E,xC01060,xD431F9,x8E5FD6,xC3AB33,10.0,24,24,0,3,3047.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_ERITREA,28,181,building_subsistence_orchard,x7090A0,x40E050,xE00AC4,x64B77C,x59AB39,30.0,15,0,0,5,3073.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_DONGOLA,134,182,building_subsistence_farm,xB89427,xF4022B,x7B8083,xDF3230,xFBB239,40.0,0,0,4,4,3047.0,0,0,0,5,5,0,0,0,0,0,0,0,0,,,
STATE_KORDOFAN,81,183,building_subsistence_pasture,x7C620A,,xD5F5EC,xFCE1F9,xDCA5EF,40.0,0,0,4,0,,0,0,0,20,20,0,0,0,0,0,0,0,0,,,
STATE_DARFUR,96,184,building_subsistence_pasture,x89EB91,,x96E1C9,xF0883A,x3B2BDC,20.0,0,0,0,0,,0,0,0,30,30,0,0,0,0,0,0,0,0,,,
STATE_BLUE_NILE,72,185,building_subsistence_farm,x058803,,x7E7A63,x2C750A,xEE4B02,60.0,0,0,14,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_MARRAKECH,19,186,building_subsistence_orchard,x5A68FC,x43DA94,x4DF62B,x5875FD,x082C5F,60.0,30,0,0,8,3089.0,0,52,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_FEZ,14,187,building_subsistence_farm,xFAE2BB,xD6AD03,x1A55F0,xFAE2BB,x99F490,70.0,0,0,4,5,3089.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_AL_RIF,6,188,building_subsistence_farm,x20B0C0,xCA9F75,xA0B0C0,xE6D43C,x20B0C0,50.0,0,0,6,7,3032.0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_INNER_MOROCCO,62,189,building_subsistence_pasture,xDFEF40,xA21408,x0488C2,xE92045,xA21408,50.0,30,30,0,4,3089.0,6,0,0,0,0,0,3,0,0,0,0,0,0,,,
STATE_ALGIERS,24,190,building_subsistence_farm,x713C2F,xA75E78,xAA79B2,x0811DE,xA75E78,82.0,10,7,6,8,3032.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_CONSTANTINE,34,191,building_subsistence_orchard,x1AF7B7,x0050A0,x8090DF,x8050A0,x3A0E38,99.0,55,19,6,4,3032.0,0,18,0,20,20,0,0,0,0,0,0,0,0,,,
STATE_ORAN,20,192,building_subsistence_orchard,xE76FA0,xB735DB,xDFB0C0,xA07040,x3E6888,53.0,12,0,3,5,3032.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_TUNISIA,39,193,building_subsistence_farm,x80D0A0,xC05020,x67FF86,x9F15B8,x237231,70.0,0,15,9,7,3033.0,0,48,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_TRIPOLI,68,585,building_subsistence_pasture,x84D04D,x505BF8,x77D1BA,x68DB95,xACF78C,30.0,0,0,2,9,3033.0,0,0,0,30,30,0,0,0,0,0,0,0,0,,,
STATE_LIBYA,171,586,building_subsistence_pasture,xE2D391,xB0EEAE,x574B81,xC6DA6A,xAD6337,28.0,0,0,6,4,3033.0,0,0,0,40,40,0,0,0,0,0,0,0,0,,,
STATE_LIBYAN_DESERT,128,587,building_subsistence_pasture,xCA4E6B,,xE6917C,x7DEA64,xD7FFBE,10.0,0,0,0,0,,0,0,0,30,30,0,0,0,0,0,0,0,0,,,
STATE_SAHARA,182,194,building_subsistence_pasture,x09EC6F,,x0CBB1C,x5BFB7A,x6F252B,10.0,0,0,0,0,,16,0,0,20,20,0,0,0,0,0,0,0,0,,,
STATE_EAST_SAHARA,272,195,building_subsistence_pasture,xF97F78,,x299F9A,xD08147,x873702,10.0,0,0,0,0,,0,0,0,20,20,0,0,0,0,0,0,0,0,,,
STATE_WEST_SAHARA,54,196,building_subsistence_pasture,x5FCC52,xF23EA5,x93E37A,xBD040D,xE63216,20.0,0,0,0,11,3089.0,0,36,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_MAURITANIA,69,197,building_subsistence_pasture,x2CBC0B,x32772F,xB03040,xAC39A0,xB070C0,30.0,45,0,0,15,3088.0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,
STATE_INNER_MAURITANIA,146,198,building_subsistence_pasture,x707040,,xACA020,x5FED21,x71E938,20.0,27,0,0,0,,0,0,0,20,20,0,0,0,0,0,0,0,0,,,
STATE_EASTERN_MALI,41,199,building_subsistence_orchard,x320EE8,,x2A6A2D,xA08311,xD5F34F,70.0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_WESTERN_MALI,42,200,building_subsistence_orchard,x10FA1F,,xC4B6B4,xEAE72D,x901121,50.0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_TIMBUKTU,165,201,building_subsistence_pasture,x052B92,,xB86B73,x05A3BA,xAAC756,40.0,0,0,0,0,,36,36,0,20,20,0,0,0,0,0,0,0,0,,,
STATE_NIGER,167,202,building_subsistence_pasture,x4AF4AD,,x87B5E9,x21CC41,xD090E0,40.0,0,18,0,0,,36,24,0,50,50,0,0,0,0,0,0,0,0,,,
STATE_CHAD,175,203,building_subsistence_pasture,x0ED3DF,,x08D310,x4EECCF,x815967,30.0,0,0,0,0,,0,0,0,30,30,0,0,0,0,0,0,0,0,,,
STATE_IVORY_COAST,28,204,building_subsistence_farm,xD7CBF8,xA0BFCF,xF670EF,x8688F2,x422883,50.0,0,0,14,5,3091.0,0,0,0,5,5,0,0,22,22,0,0,0,0,,,
STATE_WINDWARD_COAST,34,205,building_subsistence_farm,x2040D0,xB75AF3,x8DE591,xB322E7,x7D3EA7,70.0,24,0,15,6,3091.0,0,0,0,0,0,0,0,22,22,0,0,0,0,,,
STATE_SENEGAL,40,206,building_subsistence_orchard,xEF30C0,xBCFFB5,xB07040,x70B0C0,x30EF40,120.0,30,0,0,10,3088.0,0,40,0,0,0,0,0,20,20,0,0,0,0,,,
STATE_SIERRA_LEONE,12,208,building_subsistence_farm,x884E8D,xBBF47C,x8F958C,x36A605,x884E8D,70.0,36,0,11,6,3088.0,0,0,0,0,0,0,0,28,28,0,0,0,0,,,
STATE_VOLTA,52,209,building_subsistence_farm,xC58317,,x74936B,x624D5E,x6012BE,100.0,0,0,4,0,,0,0,0,0,0,0,0,24,24,0,0,0,0,,,
STATE_LIBERIA,16,210,building_subsistence_farm,x0075FC,xDF8050,xA94E67,x0075FC,x4D5020,70.0,33,0,11,7,3088.0,0,0,0,0,0,0,0,20,20,0,0,0,0,,,
STATE_HAUSALAND,38,211,building_subsistence_farm,xC76E76,,x6F05D2,x96C7B6,x8E8AC1,110.0,0,0,23,0,,0,0,0,10,10,0,0,20,20,0,0,0,0,,,
STATE_BENIN,15,212,building_subsistence_farm,xF1E4DA,xF1E4DA,xE11C43,xBEF3BD,xB8FA68,100.0,36,0,9,3,3091.0,48,0,0,0,0,0,0,16,16,0,0,0,0,,,
STATE_YORUBA_STATES,12,213,building_subsistence_farm,x352435,x01E011,x01A090,xCECEAA,x936421,100.0,0,0,6,6,3091.0,0,0,0,0,0,0,0,16,16,0,0,0,0,,,
STATE_NIGER_DELTA,16,214,building_subsistence_farm,x255D8A,x01A050,xA8A592,xD8056B,x4D3C3A,120.0,0,0,11,10,3091.0,0,0,0,0,0,0,0,22,22,0,0,0,0,,,
STATE_OUTER_HAUSALAND,73,215,building_subsistence_farm,x5051A0,,x50D09F,xB4574B,xC438ED,60.0,0,0,4,0,,48,0,0,5,5,0,0,0,0,0,0,0,0,,,
STATE_BORNU,22,216,building_subsistence_farm,xAEED3D,,x02DF23,x8286BF,x9F6B9E,60.0,0,0,5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_NIGERIA,39,217,building_subsistence_farm,xF8AD48,,xB99D24,x0031D6,xA591CC,60.0,45,45,20,0,,0,0,0,0,0,0,0,24,24,0,0,0,0,,,
STATE_EAST_HAUSALAND,30,218,building_subsistence_farm,x436974,,x52057E,xECD153,x933DAA,140.0,0,0,18,0,,72,0,0,5,5,0,0,0,0,0,0,0,0,,,
STATE_GUINEA,58,219,building_subsistence_farm,x2000D0,x0E47FB,x7486F1,x366D0F,x380214,80.0,0,0,13,10,3088.0,0,0,2,0,0,0,0,28,28,0,0,0,0,,,
STATE_GOLD_COAST,39,220,building_subsistence_farm,x6A6B14,x802111,x8504E6,xEC0AF9,xE797D7,80.0,0,0,14,5,3091.0,0,0,0,0,0,0,0,22,22,0,0,0,0,,,
STATE_TOGO,15,221,building_subsistence_farm,x87D283,xD4B5FF,x406D9B,x162D0C,xE8CC9C,80.0,0,0,11,12,3091.0,0,44,0,0,0,0,0,20,20,0,0,0,0,,,
STATE_DAHOMEY,22,222,building_subsistence_farm,x01A011,x01A011,x9DB091,x149CF1,x012190,60.0,0,0,14,2,3091.0,0,0,0,0,0,0,0,22,22,0,0,0,0,,,
STATE_LINDI,78,223,building_subsistence_farm,x5BDBD2,,xAB194B,x41E095,x78D2EE,70.0,33,0,5,0,,44,0,0,0,0,0,0,16,16,0,0,0,0,,,
STATE_ZANZIBAR,15,224,building_subsistence_farm,xE020B0,xA50F53,x93DC46,x16F859,xA06030,70.0,0,0,8,10,3018.0,0,0,0,0,0,0,0,16,16,0,0,0,0,,,
STATE_TANGANYIKA,82,225,building_subsistence_farm,x34EFF0,,xD0FF5C,x16915A,x0E2596,150.0,48,0,23,0,,72,0,0,0,0,0,0,28,28,0,0,0,0,,,
STATE_KENYA,74,226,building_subsistence_farm,x28843B,xA02190,x6B52F1,x89BA83,xF59538,80.0,0,0,6,10,3018.0,0,0,0,0,0,0,0,16,16,0,0,0,0,,,
STATE_RIFT_VALLEY,33,227,building_subsistence_farm,xAE1D62,,x787130,x63C8FD,xF6B009,60.0,0,0,7,0,,48,0,0,0,0,0,0,16,16,0,0,0,0,,,
STATE_OROMIA,87,228,building_subsistence_farm,xD6B588,,x41E0D0,x869C8E,xCE40EE,130.0,0,0,11,0,,0,0,0,10,10,0,0,28,28,0,0,0,0,,,
STATE_AMHARA,68,229,building_subsistence_farm,xB332F3,,x10D446,x5D4889,xFE53F8,140.0,0,0,20,0,,0,0,0,0,0,0,0,26,26,0,0,0,0,,,
STATE_GONDER,54,230,building_subsistence_farm,xDF2090,,x68239C,xC040E0,x489309,160.0,0,0,23,0,,0,0,0,0,0,0,0,22,22,0,0,0,0,,,
STATE_KAZEMBE,60,231,building_subsistence_farm,x9898C5,,x806329,xBE2801,x596FF5,60.0,0,0,14,0,,48,0,0,0,0,0,0,22,22,0,0,0,0,,,
STATE_SOMALILAND,123,232,building_subsistence_orchard,x894078,x524E91,x326FD1,x58307A,xDEFB4F,80.0,24,0,0,15,3073.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_SOUTH_MADAGASCAR,62,233,building_subsistence_farm,x9F5F4C,x52ED6A,x44FC6E,x5F8C33,x47F3A1,80.0,0,0,23,8,3107.0,80,0,4,0,0,0,0,16,16,0,0,0,0,,,
STATE_NORTH_MADAGASCAR,60,234,building_subsistence_farm,xBEC58A,x00D7F5,x8E25F6,xC3722C,x2625B9,80.0,0,0,20,10,3108.0,0,0,6,0,0,0,0,16,16,0,0,0,0,,,
STATE_UGANDA,40,235,building_subsistence_farm,xA9859E,,x7183C4,x7CE297,xA09C30,100.0,0,0,20,0,,0,0,0,0,0,0,0,28,28,0,0,0,0,,,
STATE_EQUATORIA,105,236,building_subsistence_farm,x19094A,,xAC2570,x6808DA,x512903,60.0,0,0,13,0,,0,0,0,0,0,0,0,18,18,0,0,0,0,,,
STATE_MOCAMBIQUE,78,237,building_subsistence_farm,xA8A6DE,x005594,x02EB92,x694CF9,xB66F1C,80.0,0,0,23,8,3107.0,0,0,0,0,0,0,0,28,28,0,2,2,0,,,
STATE_WADDAI,81,238,building_subsistence_farm,x9B7EB0,,xB2CF76,x736C1E,x7B31F9,40.0,0,0,8,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_NORTH_CAMEROON,42,239,building_subsistence_farm,xCCEC29,,x2DF456,x459F5A,xE0307A,70.0,0,0,18,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_SOUTH_CAMEROON,38,240,building_subsistence_farm,xCAACB2,xC6087A,x902089,xA6E723,x5A24D5,70.0,0,0,30,7,3091.0,0,0,0,0,0,0,0,24,24,0,0,0,0,,,
STATE_UBANGI_SHARI,113,241,building_subsistence_farm,x964C06,,x2BED50,xE990E2,xA20F40,40.0,0,0,18,0,,48,0,0,0,0,0,0,34,34,0,0,0,0,,,
STATE_CONGO,68,242,building_subsistence_farm,xE383BC,x406070,x80E0F0,x4B6E4C,x6E7168,50.0,0,0,25,4,3104.0,48,0,0,5,5,0,0,60,60,0,0,0,0,,,
STATE_CONGO_ORIENTALE,131,243,building_subsistence_farm,x485FF5,,xC31CD2,xC8B71B,x26A8CE,80.0,0,0,23,0,,44,0,0,0,0,0,0,52,52,0,0,0,0,,,
STATE_KASAI,67,244,building_subsistence_farm,xB5899D,,x037D93,xEA13E1,xEFFCF7,70.0,27,0,18,0,,0,0,0,0,0,0,0,22,22,0,0,0,0,,,
STATE_BAS_CONGO,50,245,building_subsistence_farm,xF4AA39,x811426,x0F73A9,xF15FC0,xF29F28,50.0,36,0,23,7,3104.0,0,0,0,0,0,0,0,32,32,0,0,0,0,,,
STATE_EQUATEUR,102,246,building_subsistence_farm,x5AAE1D,,x46FA5B,xC99932,xCD3705,50.0,0,0,26,0,,0,0,0,0,0,0,0,30,30,0,0,0,0,,,
STATE_NORTH_ANGOLA,22,247,building_subsistence_farm,xC93845,x6FD2F7,xCFA0E7,x32E90E,x087B9D,50.0,0,0,13,8,3104.0,0,0,4,0,0,0,0,22,22,0,0,0,0,,,
STATE_SOUTH_ANGOLA,60,248,building_subsistence_farm,xCB3588,x1B547C,xD2D8A2,xD2F7C4,x9CA3E4,70.0,0,0,5,7,3104.0,0,0,4,0,0,0,0,14,14,0,0,0,0,,,
STATE_EAST_ANGOLA,146,249,building_subsistence_farm,xB92820,,xCB202F,xE96E66,x7F002D,60.0,0,27,11,0,,80,0,0,0,0,0,0,16,16,0,0,0,0,,,
STATE_KATANGA,85,250,building_subsistence_farm,x1481BC,,x2C1E9F,x07301D,x93B1F8,90.0,27,0,18,0,,0,0,0,0,0,0,0,20,20,0,0,0,0,,,
STATE_GABON,50,251,building_subsistence_farm,xCD7A34,xC02090,x3DD6EF,xBB6854,x271A16,40.0,0,0,20,9,3091.0,0,0,0,5,5,0,0,24,24,0,0,0,0,,,
STATE_ZAMBIA,95,252,building_subsistence_farm,x28ECB2,,x55D19D,x79A426,x6FBDD5,60.0,0,33,17,0,,36,0,0,0,0,0,0,20,20,0,0,0,0,,,
STATE_ZAMBEZIA,44,253,building_subsistence_orchard,xF0ABE1,x65E3CE,x6EDE1E,xD40AFF,xA530D0,70.0,33,0,0,6,3107.0,0,0,0,0,0,0,0,14,14,0,5,4,1,,,
STATE_ZAMBEZI,80,254,building_subsistence_farm,x2A4E0D,,x24BDE2,x687096,x26F723,70.0,0,0,11,0,,44,0,0,0,0,0,0,16,16,0,0,0,0,,,
STATE_NAMAQUALAND,65,255,building_subsistence_pasture,xAD1C61,x495827,xEC2F99,xB0C0D0,xE4DABE,30.0,0,0,4,7,3104.0,32,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_HEREROLAND,105,256,building_subsistence_pasture,x7AC3ED,xB04050,x944C62,x59AF4D,xC8BA9F,40.0,0,0,2,6,3104.0,40,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_ZULULAND,29,257,building_subsistence_farm,x41C070,x279045,x88FAD4,xE1E455,x7ACC38,40.0,0,0,11,5,3106.0,72,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_VRYSTAAT,30,258,building_subsistence_farm,xF95B36,,x9D6A16,x4F31B5,x83E266,40.0,30,0,7,0,,60,0,0,0,0,0,0,0,0,0,16,16,0,,,
STATE_TRANSVAAL,67,259,building_subsistence_farm,x04FA29,,x50A011,xFF01F0,xCBC63D,50.0,60,0,5,0,,104,0,0,0,0,0,0,0,0,0,12,12,0,,,
STATE_EASTERN_CAPE,38,260,building_subsistence_farm,xC84364,x8B9EB1,xA25B89,x8B9EB1,x3DB9B6,60.0,0,0,9,8,3106.0,56,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_CAPE_COLONY,43,261,building_subsistence_farm,x826376,x31E050,x5B12AF,xC95189,x43FDEA,50.0,0,0,8,10,3106.0,0,0,4,0,0,0,0,0,0,0,0,0,0,,,
STATE_NORTHERN_CAPE,84,262,building_subsistence_orchard,x3062F8,,x68B5E8,xEA45B9,x4AFDFD,40.0,33,0,2,0,,0,0,0,0,0,0,0,0,0,0,9,8,1,,,
STATE_BOTSWANA,129,263,building_subsistence_farm,x958940,,x4C8326,xA3BC0B,x8BAD21,40.0,0,0,5,0,,48,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_LOURENCO_MARQUES,42,264,building_subsistence_farm,x040DB6,x54CDC5,x0D2E92,x89F9FC,x4D5FD5,80.0,0,0,9,8,3107.0,40,0,0,0,0,0,0,16,16,0,0,0,0,,,
STATE_DISTRICT_OF_COLUMBIA,2,265,building_subsistence_farm,x700080,x700080,x44578C,x44578C,x44578C,3.0,0,0,0,1,3067.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_LOUISIANA,28,266,building_subsistence_farm,xC1273E,x9A7554,x18D465,xEE0FAA,x2BEBAE,120.0,0,0,13,12,3060.0,24,32,0,20,20,0,0,0,0,0,0,0,0,,,
STATE_NEW_YORK,35,267,building_subsistence_farm,xE217B5,x377E55,x01D042,x9CC56A,xD534B1,120.0,45,0,20,6,3067.0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,
STATE_VIRGINIA,28,268,building_subsistence_farm,x056BA1,x40B0C0,x304080,x8D147E,xF47C46,180.0,30,0,17,8,3067.0,60,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_ALASKA,1028,269,building_subsistence_pasture,xD82BF2,x7A5194,x63763A,xC887C5,x17211C,20.0,0,0,90,10,3119.0,32,0,8,0,0,0,0,0,0,0,12,12,0,,,
STATE_WASHINGTON,60,270,building_subsistence_farm,xA4DD56,xCF4646,x3575A8,x3A17A7,xA92FD8,180.0,0,0,40,6,3154.0,32,0,3,0,0,0,0,0,0,0,0,0,0,,,
STATE_OREGON,78,271,building_subsistence_farm,x87ED27,x4A00D8,x7F6C55,xEEE2DF,xA9C13D,200.0,0,0,50,5,3153.0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,
STATE_IDAHO,74,272,building_subsistence_farm,xFD9C12,,xA1A13A,x233F47,xB94979,60.0,0,0,16,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_COLORADO,73,273,building_subsistence_farm,x52080F,,x32230C,x07E17F,xF642DA,160.0,0,0,9,0,,40,0,0,20,20,0,0,0,0,0,8,8,0,,,
STATE_WYOMING,71,274,building_subsistence_farm,xE9F52A,,x050F0F,x3DC80A,x977599,160.0,0,0,13,0,,48,0,0,20,20,0,0,0,0,0,0,0,0,,,
STATE_MONTANA,131,275,building_subsistence_farm,x5CCA79,,xC89BA4,xAED236,xA4DCB6,200.0,33,0,17,0,,80,0,0,20,20,0,0,0,0,0,0,0,0,,,
STATE_NORTH_DAKOTA,63,276,building_subsistence_farm,x17EF0F,,xA4C2F6,x6B9ADF,x17235E,240.0,0,0,11,0,,48,0,0,20,20,0,0,0,0,0,0,0,0,,,
STATE_SOUTH_DAKOTA,58,277,building_subsistence_farm,x176E1A,,x0D6439,xEEDDC3,x4D2CA3,240.0,0,0,9,0,,32,0,0,20,20,0,0,0,0,0,8,8,0,,,
STATE_NEBRASKA,63,278,building_subsistence_farm,x3E62DB,,xF7CF1A,x5551C2,xF500FF,240.0,0,0,5,0,,0,0,0,20,20,0,0,0,0,0,0,0,0,,,
STATE_KANSAS,55,279,building_subsistence_farm,x0364B8,,xE5842F,x76A411,xAF6622,240.0,0,18,7,0,,32,0,0,50,50,0,0,0,0,0,0,0,0,,,
STATE_OKLAHOMA,48,280,building_subsistence_farm,xD6ADF2,,xEB66DA,xC03040,xE1CC08,220.0,0,0,7,0,,40,0,0,80,80,0,0,0,0,0,0,0,0,,,
STATE_ARKANSAS,36,281,building_subsistence_farm,x316588,,x316588,x4887AC,x5F4C23,180.0,0,45,11,0,,0,0,0,20,20,0,0,0,0,0,0,0,0,,,
STATE_MISSOURI,44,282,building_subsistence_farm,x971521,,xF279B1,x5E76CB,x724BC4,230.0,0,36,16,0,,0,0,0,20,20,0,0,0,0,0,0,0,0,,,
