building,production_method_group,production_method,texture,employment,employment_clergymen,employment_shopkeepers,employment_officers,employment_capitalists,employment_soldiers,employment_aristocrats,employment_peasants,employment_machinists,employment_bureaucrats,employment_laborers,employment_engineers,employment_farmers,employment_clerks,employment_academics,goods_ammunition,goods_small_arms,goods_artillery,goods_tanks,goods_aeroplanes,goods_manowars,goods_ironclads,goods_grain,goods_fish,goods_fabric,goods_wood,goods_groceries,goods_clothes,goods_furniture,goods_paper,goods_services,goods_transportation,goods_electricity,goods_merchant_marine,goods_clippers,goods_steamers,goods_silk,goods_dye,goods_sulfur,goods_coal,goods_iron,goods_lead,goods_hardwood,goods_rubber,goods_oil,goods_engines,goods_steel,goods_glass,goods_fertilizer,goods_tools,goods_explosives,goods_porcelain,goods_meat,goods_fruit,goods_liquor,goods_wine,goods_tea,goods_coffee,goods_sugar,goods_tobacco,goods_opium,goods_automobiles,goods_telephones,goods_radios,goods_luxury_clothes,goods_luxury_furniture,goods_gold,goods_fine_art,unlocking_technologies,replacement_if_valid,is_hidden_when_unavailable,unlocking_principles,disallowing_laws,required_input_goods,unlocking_production_methods,unlocking_geographic_regions,is_default,unlocking_laws,city_lights_color_index,ai_value,unlocking_religions,disallowing_religions,unlocking_identity,low_pop_method,unlocking_company_categories
building_rice_farm,pmg_base_building_rice_farm,pm_soil_enriching_farming_building_rice_farm,gfx/interface/icons/production_method_icons/soil_enriching_farming.dds,10000,0,0,0,0,0,0,0,0,0,7000,0,3000,0,0,0,0,0,0,0,0,0,50.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,-10.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,intensive_agriculture,,,,,,,,,,,,,,,,
building_rice_farm,pmg_base_building_rice_farm,pm_fertilization_building_rice_farm,gfx/interface/icons/production_method_icons/fertilization.dds,10000,0,0,0,0,0,0,0,0,0,6000,0,4000,0,0,0,0,0,0,0,0,0,75.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,-20.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,improved_fertilizer,,,,,,,,,,,,,,,,
building_rice_farm,pmg_base_building_rice_farm,pm_chemical_fertilizer_building_rice_farm,gfx/interface/icons/production_method_icons/chemical_fertilizers.dds,10000,0,0,0,0,0,0,0,0,0,5000,0,5000,0,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,-30.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,nitrogen_fixation,,,,,,,,,,,,,,,,
building_rice_farm,pmg_secondary_building_rice_farm,pm_no_secondary,gfx/interface/icons/production_method_icons/no_orchards.dds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
building_rice_farm,pmg_secondary_building_rice_farm,pm_fig_orchards_building_rice_farm,gfx/interface/icons/production_method_icons/orchards.dds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,15.0,0.0,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
building_rice_farm,pmg_harvesting_process_building_rice_farm,pm_tools_disabled,gfx/interface/icons/production_method_icons/no_tool_use.dds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
building_rice_farm,pmg_harvesting_process_building_rice_farm,pm_tools_building_rice_farm,gfx/interface/icons/production_method_icons/harvesting_tools.dds,-2000,0,0,0,0,0,0,0,0,0,-2000,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-4,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
building_rice_farm,pmg_harvesting_process_building_rice_farm,pm_steam_threshers_building_rice_farm,gfx/interface/icons/production_method_icons/steam_powered_threshers.dds,-3000,0,0,0,0,0,0,0,0,0,-3000,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0.0,0,0,0.0,-4,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,threshing_machine,,,,,,,,,,,,,,,,
building_maize_farm,pmg_base_building_maize_farm,pm_simple_farming,gfx/interface/icons/production_method_icons/simple_farming.dds,5000,0,0,0,0,0,0,0,0,0,4000,0,1000,0,0,0,0,0,0,0,0,0,20.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
building_maize_farm,pmg_base_building_maize_farm,pm_soil_enriching_farming,gfx/interface/icons/production_method_icons/soil_enriching_farming.dds,5000,0,0,0,0,0,0,0,0,0,3500,0,1500,0,0,0,0,0,0,0,0,0,30.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,-5.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,intensive_agriculture,,,,,,,,,,,,,,,,
building_maize_farm,pmg_base_building_maize_farm,pm_fertilization,gfx/interface/icons/production_method_icons/fertilization.dds,5000,0,0,0,0,0,0,0,0,0,3000,0,2000,0,0,0,0,0,0,0,0,0,45.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,-10.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,improved_fertilizer,,,,,,,,,,,,,,,,
building_maize_farm,pmg_base_building_maize_farm,pm_chemical_fertilizer,gfx/interface/icons/production_method_icons/chemical_fertilizers.dds,5000,0,0,0,0,0,0,0,0,0,2500,0,2500,0,0,0,0,0,0,0,0,0,60.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,-15.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,nitrogen_fixation,,,,,,,,,,,,,,,,
building_maize_farm,pmg_secondary_building_maize_farm,pm_no_secondary,gfx/interface/icons/production_method_icons/no_orchards.dds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
building_maize_farm,pmg_secondary_building_maize_farm,pm_citrus_orchards,gfx/interface/icons/production_method_icons/orchards.dds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,7.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
building_maize_farm,pmg_harvesting_process_building_maize_farm,pm_tools_disabled,gfx/interface/icons/production_method_icons/no_tool_use.dds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
building_maize_farm,pmg_harvesting_process_building_maize_farm,pm_tools,gfx/interface/icons/production_method_icons/harvesting_tools.dds,-1000,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-2,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
building_maize_farm,pmg_harvesting_process_building_maize_farm,pm_steam_threshers,gfx/interface/icons/production_method_icons/steam_powered_threshers.dds,-1500,0,0,0,0,0,0,0,0,0,-1500,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0.0,0,0,0.0,-2,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,threshing_machine,,,,,,,,,,,,,,,,
building_maize_farm,pmg_harvesting_process_building_maize_farm,pm_tractors,gfx/interface/icons/production_method_icons/tractors.dds,-2000,0,0,0,0,0,0,0,0,0,-2000,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,-1.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,mechanized_farming,,,,,,,,,,,,,,,,
building_maize_farm,pmg_harvesting_process_building_maize_farm,pm_compression_ignition_tractors,gfx/interface/icons/production_method_icons/compression_ignition_tractors.dds,-2500,0,0,0,0,0,0,0,0,0,-2500,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,compression_ignition,,,,,,,,,,,,,,,,
building_millet_farm,pmg_base_building_millet_farm,pm_simple_farming,gfx/interface/icons/production_method_icons/simple_farming.dds,5000,0,0,0,0,0,0,0,0,0,4000,0,1000,0,0,0,0,0,0,0,0,0,20.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
building_millet_farm,pmg_base_building_millet_farm,pm_soil_enriching_farming,gfx/interface/icons/production_method_icons/soil_enriching_farming.dds,5000,0,0,0,0,0,0,0,0,0,3500,0,1500,0,0,0,0,0,0,0,0,0,30.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,-5.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,intensive_agriculture,,,,,,,,,,,,,,,,
building_millet_farm,pmg_base_building_millet_farm,pm_fertilization,gfx/interface/icons/production_method_icons/fertilization.dds,5000,0,0,0,0,0,0,0,0,0,3000,0,2000,0,0,0,0,0,0,0,0,0,45.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,-10.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,improved_fertilizer,,,,,,,,,,,,,,,,
building_millet_farm,pmg_base_building_millet_farm,pm_chemical_fertilizer,gfx/interface/icons/production_method_icons/chemical_fertilizers.dds,5000,0,0,0,0,0,0,0,0,0,2500,0,2500,0,0,0,0,0,0,0,0,0,60.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,-15.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,nitrogen_fixation,,,,,,,,,,,,,,,,
building_millet_farm,pmg_secondary_building_millet_farm,pm_no_secondary,gfx/interface/icons/production_method_icons/no_orchards.dds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
building_millet_farm,pmg_secondary_building_millet_farm,pm_fig_orchards,gfx/interface/icons/production_method_icons/orchards.dds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,7.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
building_millet_farm,pmg_harvesting_process_building_millet_farm,pm_tools_disabled,gfx/interface/icons/production_method_icons/no_tool_use.dds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
building_millet_farm,pmg_harvesting_process_building_millet_farm,pm_tools,gfx/interface/icons/production_method_icons/harvesting_tools.dds,-1000,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-2,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
building_millet_farm,pmg_harvesting_process_building_millet_farm,pm_steam_threshers,gfx/interface/icons/production_method_icons/steam_powered_threshers.dds,-1500,0,0,0,0,0,0,0,0,0,-1500,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0.0,0,0,0.0,-2,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,threshing_machine,,,,,,,,,,,,,,,,
building_millet_farm,pmg_harvesting_process_building_millet_farm,pm_tractors,gfx/interface/icons/production_method_icons/tractors.dds,-2000,0,0,0,0,0,0,0,0,0,-2000,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,-1.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,mechanized_farming,,,,,,,,,,,,,,,,
building_millet_farm,pmg_harvesting_process_building_millet_farm,pm_compression_ignition_tractors,gfx/interface/icons/production_method_icons/compression_ignition_tractors.dds,-2500,0,0,0,0,0,0,0,0,0,-2500,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,compression_ignition,,,,,,,,,,,,,,,,
building_livestock_ranch,pmg_base_building_livestock_ranch,pm_open_air_stockyards,gfx/interface/icons/production_method_icons/open_air_stockyards.dds,5000,0,0,0,0,0,0,0,0,0,4000,0,1000,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,10.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
building_livestock_ranch,pmg_base_building_livestock_ranch,pm_butchering_tools,gfx/interface/icons/production_method_icons/butchering_tools.dds,5000,0,0,0,0,0,0,0,0,0,4000,0,1000,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-2,0,0,15.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
building_livestock_ranch,pmg_base_building_livestock_ranch,pm_slaughterhouses,gfx/interface/icons/production_method_icons/slaughterhouses.dds,5000,0,0,0,0,0,0,0,250,0,3750,0,1000,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-5,0,0,25.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,mechanical_tools,,,,,,,,,,,,,,,,
building_livestock_ranch,pmg_base_building_livestock_ranch,pm_mechanized_slaughtering,gfx/interface/icons/production_method_icons/mechanized_slaughtering.dds,5000,0,0,0,0,0,0,0,500,0,3500,0,1000,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0.0,0,0,0.0,-5,0,0,35.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,mechanized_farming,,,,,,,,,,,,,,,,
building_livestock_ranch,pmg_sheep_ranch,pm_simple_ranch,gfx/interface/icons/production_method_icons/sheep_ranch.dds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,5.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
building_livestock_ranch,pmg_sheep_ranch,pm_sheep_farms,gfx/interface/icons/production_method_icons/sheep_farms.dds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.0,0.0,15.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2.5,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,intensive_agriculture,,,,,,,,,,,,,,,,
building_livestock_ranch,pmg_sheep_ranch,pm_intensive_grazing_ranch,gfx/interface/icons/production_method_icons/large_sheep_ranch.dds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.0,0.0,25.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,5.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,mechanized_farming,,,,,,pm_butchering_tools+pm_slaughterhouses+pm_mechanized_slaughtering,,,,,,,,,,
building_livestock_ranch,pmg_fencing,pm_standard_fences,gfx/interface/icons/production_method_icons/standard_fences.dds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
building_livestock_ranch,pmg_fencing,pm_barbed_wire_fences,gfx/interface/icons/production_method_icons/barbed_wire_fencing.dds,-500,0,0,0,0,0,0,0,0,0,-500,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,field_works,,,,,,,,,,,,,,,,
building_livestock_ranch,pmg_fencing,pm_electric_fencing,gfx/interface/icons/production_method_icons/electric_fencing.dds,-1000,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,electrical_generation,,,,,electricity,,,,,,,,,,,
building_livestock_ranch,pmg_refrigeration_building_livestock_ranch,pm_unrefrigerated,gfx/interface/icons/production_method_icons/no_refrigeration.dds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
building_livestock_ranch,pmg_refrigeration_building_livestock_ranch,pm_refrigerated_storage_building_livestock_ranch,gfx/interface/icons/production_method_icons/refrigerated_storage.dds,-500,0,0,0,0,0,0,0,0,0,-500,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,pasteurization,,,,,electricity,,,,,,,,,,,
building_livestock_ranch,pmg_refrigeration_building_livestock_ranch,pm_refrigerated_rail_cars_building_livestock_ranch,gfx/interface/icons/production_method_icons/refrigerated_rail_cars.dds,-1000,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,electric_railway,,,,,electricity,,,,,,,,,,,
building_vineyard,pmg_base_building_vineyard,default_building_vineyard,gfx/interface/icons/production_method_icons/plantation_production.dds,5000,0,0,0,0,0,0,0,0,0,4000,0,1000,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,20,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
building_vineyard,pmg_base_building_vineyard,automatic_irrigation_building_vineyard,gfx/interface/icons/production_method_icons/automatic_irrigation.dds,5000,0,0,0,0,0,0,0,500,0,3000,0,1500,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.0,0,0,0.0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,0,0,0,0,0,0,pumpjacks,,,,,,,,,,,,,,,,
building_vineyard,pmg_train_automation_building_vineyard,pm_road_carts,gfx/interface/icons/production_method_icons/no_rail_transport.dds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
building_vineyard,pmg_train_automation_building_vineyard,pm_steam_rail_transport,gfx/interface/icons/production_method_icons/rail_transport.dds,-1000,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,railways,,,,,,,,,,,,,,,,
building_coal_mine,pmg_mining_equipment_building_coal_mine,pm_picks_and_shovels_building_coal_mine,gfx/interface/icons/production_method_icons/picks_and_shovels.dds,5000,0,500,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0.0,0,0,0.0,-5,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
building_coal_mine,pmg_mining_equipment_building_coal_mine,pm_atmospheric_engine_pump_building_coal_mine,gfx/interface/icons/production_method_icons/pumps.dds,5000,0,500,0,0,0,0,0,500,0,3750,250,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0.0,0,0,0.0,-10,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,atmospheric_engine,,,,,,,,,,,,,,,,
building_coal_mine,pmg_mining_equipment_building_coal_mine,pm_condensing_engine_pump_building_coal_mine,gfx/interface/icons/production_method_icons/condensing_engine_pump.dds,5000,0,500,0,0,0,0,0,1000,0,3000,500,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0.0,0,0,0.0,-15,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,watertube_boiler,,,,,,,,,,,,,,,,
building_coal_mine,pmg_mining_equipment_building_coal_mine,pm_diesel_pump_building_coal_mine,gfx/interface/icons/production_method_icons/diesel_pump.dds,5000,0,500,0,0,0,0,0,1500,0,2250,750,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,90,0,0,0,0,-5,0.0,0,0,0.0,-15,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,compression_ignition,,,,,,,,,,,,,,,,
building_coal_mine,pmg_explosives_building_coal_mine,pm_no_explosives,gfx/interface/icons/production_method_icons/no_explosives.dds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
building_coal_mine,pmg_explosives_building_coal_mine,pm_nitroglycerin_building_coal_mine,gfx/interface/icons/production_method_icons/nitroglycerin.dds,250,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0.0,0,0,0.0,0,-5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,nitroglycerin,,,,,,,,,,,,,,,,
